,content,label
7675,火币：网传“1600万EOS转入火币”消息不实流入地址非火币账户 ：4月19日，一则“EOS生态转入1600万EOS进入火币套现跑路”的消息在业内快速流传，对此火币方面回复如下：1.经火币核查，huobidevice5、huobidevice3这两个获得大量EOS流入的地址并非火币地址，火币账户为huobideposit，网传流入火币的消息为不实信息；2.火币已在关注“EOS生态”项目有关情况，相关流入地址目前已经加到黑地址监控系统。3.请投资者和媒体厘清事实，不要信谣传谣，并保护好投资者利益。#区块链#​​​​#比特币#​​​​,事实
4164,周喜军儿子周磊为真凶，周磊平日游手好闲，江湖称号“经开三哥”。警察在带周喜军指认现场时发现可疑，确认是父亲替儿顶罪自首，今日周磊已归案。传因婴儿父亲与其女友有染，遂劫车杀人报复。图为周磊、周喜军及被盗车监控照片，大家看看到底是老子在开车还是儿子在开车。@观点联播V @摆古论今,谣言
4179,昨日外滩一年轻女人投江自杀，当时有一群人围观，但没有一个人跳下去抢救，一个老外看到，马上放下身上的物品，奋不顾身跳下去把这名女人救了上来，结果当这名老外把这名女人救上来时傻了眼，这个老外放在桥上的随身财物被一些围观人盗走了....,谣言
2089,埃塞俄比亚空难发生前飞机内部实录 上上上秦淮的秒拍视频 ,谣言
4251,原来他没死，速度与激情7还会出现他，只是鼻子和嘴巴都成双了！ 我在:http://t.cn/8kqC9QZ,谣言
3510,文章这都抄袭，妄顾了文章这个名字啊！,谣言
3985,曾成杰不是第一个被占财灭口的富豪。百亿身家北京建昊集团董事长袁宝璟留在世间的最后一句话“我不服，我要检举”，然后判死时他出堂就成这模样！知道那白围巾底下有什么秘密吗？你联想到了张志新？袁脖子底下至少勒着细钢丝，免得他当众说出啥秘密来。随后袁氏三兄弟一起被执行死刑，形同灭门。转,谣言
8638,看来大家和我的感觉一样想想歌词都知道妞妞能露脸多少爱奇艺狗东西，#爱奇艺遭美国证监会调查#,事实
511,我们的特警打人就是牛逼～好形象！点赞 L微博视频 ,谣言
4050,i各位，中央电视台《焦点访谈》已经播出，可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。包括香港正在销售的（果粒橙），香港食环署正在了解此事件。 专家指出，（多菌灵）跟其他农药一样，对脑部影响最大，可引致局部麻痹，并会导致癌症。 请传播！,谣言
4910,#美队回应老了以后撞脸拜登#某网友在社交网站艾特美国队长扮演者克里斯·埃文斯：“敢不敢扮成老年史蒂夫·罗杰斯的样子去采访拜登。”克里斯·埃文斯幽默回应：“我已经开始写《天生一对》翻拍版剧本了！&quot;《天生一对》是1998年的美国影片，讲述两个小女孩在夏令营中相识，她们的相貌惊人地相似，发...全文,事实
1968,我国这些很“刚”的记者（近年大事件）英雄们我国记者也应该被铭记！！ ,谣言
5774,#股市#【伯克希尔疯狂砍仓黄金股谁成了巴菲特新宠？】伯克希尔哈撒韦二季度破天荒建仓的黄金股竟遭砍仓4成，前五大重仓标的中，伯克希尔三季度很有先见之明地建仓四个制药公司&gt;&gt;伯克希尔疯狂砍仓黄金股谁成了巴菲特新宠？#官方股票开户#：网页链接,事实
1494,北京爷们儿，牛树亭！ @大学生讲坛 @费明微博 @但斌 @徐昕 @北京厨子 @袁裕来律师,谣言
2222,台风利奇马最大风力17级。台州下辖的温岭市  浙商卢献星的微博视频 ,谣言
4947,【环保部启动东北重污染天气督查将严查失职渎职】环境保护部今日向媒体通报，针对媒体报道沈阳市重污染天气应急预案启动后应急响应措施落实不到位以及环保局官网瘫痪问题，环境保护部责成辽宁省环保厅立即进行调查，如发现失职、渎职等违法违纪行为，将依法依规进行严肃处理。http://t.cn/RU0l5l1,事实
8726,嘻哈歌手#SimonDominic#正式辞去了AMOG代表一职，今日A社方面透露SimonD将按照其今日发表的歌曲内容一样正式辞去代表一职，日后将以A社艺人的身份继续进行音乐活动。韩国时间下午六点，SimonD推出了《MeNoJayPark》的电子单曲，并在歌词中阐述了卸任的原因，直言“AMOG全都是靠Jay，然后是LOCO、G展开全文c,事实
5490,【3月1日起铜梁进入禁渔期发现非法捕捞请举报】2月28日，记者从区农业农村委执法大队获悉，3月1日起到6月30日，我区将进入天然水域禁渔期。禁渔期间，天然水域将禁止所有渔业捕捞作业。网页链接,事实
411,美丽女子不配合强奸致男子阴断人亡被判刑——_基层党建网河南频道#西祠热帖# （分享自 @西祠胡同网） O网页链接,谣言
5970,看了新闻感慨：大运会火炬，怎么跟烤土豆片儿似的，中间还有彩椒和洋葱~,事实
340,北京突然有381万套房产被抛向二手房市场，这是神马信号，明眼人即可明白要如何了。由ZF和开发商十多年来狼狈为奸欺骗和玩弄公民的游戏暂时中场休息，不经公民同意且不给公民权益金的土地财政要有拐点了，估计上海、广州也要抛售了。,谣言
8368,"【最任性村主任！给独子大办婚宴上报未获批后辞职】“哪怕村主任不当，也要把儿子婚礼搞起来。”陕西城固县莲花街办杜家槽村村主任马某，为给独子办婚礼，向纪委报备酒席数量未获通过后辞职。婚礼当天，路两边停满了车,还专设婚礼停车场,其中不乏陆虎、宝马等高档车。婚宴超40桌，抽中华烟。你怎么看？",事实
7757,#下午茶#【最有意思的37个年度盘点】年度回击：看把你能的，你咋不上天呢？！年度暖心：@胡歌：所以，你同意我喜欢你了么[doge]这个#有意思#↓↓http://t.cn/R4yrEub,事实
2364,#河南高考##高考分数线##河南高考分数线# 这个认真的吗。。 ,谣言
6062,#朱婷#朱婷任中国女排队长郎平复出奥运会，中国女排第一个奥运会mvp是主教练，她的弟子朱婷，荣膺mvp！郎平说，我的弟子遍天下，朱婷是我最骄傲的一个！朱婷说，我的偶像是郎平！两代巨星，是女排球迷的盛世了,事实
3666,想想222】主权在民，才有人权。98年，有三名福建工人在以色列被炸死！以政府找到中国使馆商议赔偿及处理后事，中使馆以三名工人是偷渡客为由不予理睬！以政府对此硬是一查到底，后来不远万里来到福建，把受害者骨灰交到家属手中、向三名受害者各赔了70万美元。这钱后来还被我们政府收了每人18万的税！,谣言
5319,全区首部新冠肺炎防控科普图书出版由内蒙古自治区人民医院感染控制科主任、医学博士刘卫平带领团队连续奋战两昼夜编撰的全区首部新冠肺炎防控科普图书——《新型冠状病毒肺炎防控问答》日前正式出版。　　该书由新冠肺炎概述、个人防护、手卫生、医疗机构环境清洁与消毒、实验室生物安全、医疗废物与处理、居家防控指引等12个章节组成，对医院、社区、居家防控新冠肺炎疫情均有专业的权威指引。　　“为助力疫情防控，内蒙古自治区人民医院感染控制科与内蒙古人民出版社与通力合作，抢抓时间，紧急推出了这本《新型冠状病毒肺炎防控问答》。”刘卫平表示，普及防控知识，提高公众的防控意识和能力，是打赢新冠肺炎疫情阻击战的重要保障之一。只要我们坚持科学的态度和科学的应对处置方法，把应对举措做细，让每个防控环节都无懈可击，就一定能遏住疫情蔓延势头。来源：内蒙古日报社原创,事实
5203,额，大家都需要5鸡~需要速度与效率，也需要尽量减少人与人之间的直接接触，需要各种云~☁疫情结束了老美又会发现：nd又失算了！阻止不了他们用5鸡了丫『欧洲抗疫笔记：与其杀死经济不如去适应疫情的新常态_手机新浪网』欧洲抗疫笔记：与其杀死经济不如去适应疫情的新常态,事实
7802,有些故事，不一定要讲给所有人听；有些悲伤，不一定谁都会懂；有些伤口，时间久了就会慢慢长好；有些委屈，受过了想通了也就释然了；有些伤痛，忍过了疼久了也成习惯了；有些藏在心底的话，不想说也就没必要说了。其实，并不是所有的痛，都可以呐喊；不是所有的爱，都可以表白。@几米漫画集（转）,事实
2788,惊闻汤姆克鲁斯去世，心中甚是悲痛，我从《壮志凌云》和《阿甘正传》开始认识的汤姆克鲁斯，后来他拍的《谍中谍》系列电影，我也很喜欢看，我在汤姆克鲁斯身上能看到中国的侠义之风。说到狭义，不得不提到我在今年上半年即将完成的武侠小说，希望大家能继续支持我和我的文学作品。 ,谣言
4666,#全民阅读周#【那些年我们背过的经典古文[微风]】“出淤泥而不染，濯清涟而不妖…”、“寄蜉蝣于天地，渺沧海之一粟…”这些耳熟能详的名句，后面是什么内容？《阿房宫赋》、《爱莲说》、《滕王阁序》、《出师表》、《劝学》…那些年烂熟于心的经典，他们的作者是谁？你还能背出几篇？转起重温！,事实
3379,山西一公交滚下百米深谷，12人当场死亡——公交车中途滚下百米深谷，12人当场身亡，现场满地碎片一片狼藉 网页链接 ,谣言
6406,【电视界职业道德建设委员会成立，将建立行业违法失德人员清单，探索退出机制】今天（12月18日）下午，@中国电视艺术家协会在京召开电视界职业道德建设委员会成立大会，审议通过《电视界职业道德建设委员会章程》。章程规定，将建立健全联合评议惩戒机制，共同研制对失德行为的惩戒措施，实现统一标准...全文,事实
1229,刚在微信上看到转贴，马化腾初一因喝酒心肌梗塞死了，是真的吗? ,谣言
5275,#新冠肺炎最新动态#【#重庆1例境外输入病例出院后复阳#】据江津发布，今年9月，从尼泊尔返回重庆时确诊的境外输入性病例温某某(江津人)，经市、区两级定点医疗机构治疗、医学观察并多次核酸检测阴性后回归家庭正常生活。温某某拟于近期出国，在机场进行核酸检测时复阳。我区随即对其重新收治，并开展其...全文,事实
2492, 中国男足为世界和平作出重大贡献！ ,谣言
2767,#汽车资讯# 郑州林肯4S店在试驾过程中发生事故，1死4伤…… 萝卜报告的微博视频 ,谣言
8287,#法庭提醒#【#连获三年青创奖学生身份#之谜揭开：为西南大学段书凯院长之子】澎湃此前报道，全国青少年科技创新大赛中有一位学生连续3年获奖，且获奖成果横跨物理学、计算机存算一体和人工智能。这位来自西南大学附属中学的学生段某严因其获奖成果与西南大学人工智能学院院长段书凯一专利高度相似，引发了外界对两人关系的关注。近日，澎湃新闻记者通过段书凯博士学位论文证实，两人确为父子。#一中学生连获三年全国青创赛奖项#http://t.cn/A6yB1kvd,事实
